	tokens1Source	tokens1AlignRaw	tokens2Source	tokens2AlignRaw
19397	Oh	Oh		
19398	!	!		
19399	que	que		
19400	ne	ne		
19401	suis	suis		
19402	-	-		
19403	je	je		
19404	maintenant	maintenant		
19405	Julius	Julius		
19406	César	César		
19407	,	,		
19408	ou	ou		
19409	le	le		
19410	pape	pape		
19411	Grégoire	Grégoire		
19412	,	,		
19413	qui	qui		
19414	firent	firent		
19415	passer	passer		
19416	le	le		
19417	Soleil	Soleil		
19418	sous	sous		
19419	leur	leur		
19420	férule	férule		
19421	!	!		
19422	Je	Je		
19423	ne	ne		
19424	le	le		
19425	reculerais	reculerais		
19426	,	,		
19427	ni	ni		
19428	ne	ne		
19429	l	l		
19430	’	’		
19431	arrêterais	arrêterais		
19432	en	en		
19433	Thyeste	Thyeste		
19434	ou	ou		
19435	en	en		
19436	Josué	Josué		
19437	,	,		
19438	mais	mais		
19439	je	je		
19440	le	le		
19441	contraindrais	contraindrais		
19442	de	de		
19443	marquer	marquer		
19444	minuit	minuit		
19445	à	à		
19446	six	six		
19447	heures	heures		
19448	.	.		
19449	Scène	Scène		
19450	3	3		
19451	Genevote	Genevote		
19452	,	,		
19453	La	La		
19454	Tremblaye	Tremblaye		
19455	,	,		
19456	Granger	Granger		
19457	le	le		
19458	jeune	jeune		
19459	,	,		
19460	Corbineli	Corbineli		
19461	.	.		
19462	Genevote	Genevote		
19463	Je	Je		
19464	pensais	pensais		
19465	aller	aller		
19466	plus	plus		
19467	loin	loin		
19468	vous	vous		
19469	faire	faire		
19470	rire	rire		
19471	,	,		
19472	mais	mais		
19473	je	je		
19474	vois	vois		
19475	bien	bien		
19476	qu	qu		
19477	’	’		
19478	il	il		
19479	me	me		
19480	faut	faut		
19481	décharger	décharger		
19482	ici	ici		
19483	.	.		
19484	Granger	Granger		
19485	le	le		
19486	jeune	jeune		
19487	Aux	Aux		
19488	dépens	dépens		
19489	de	de		
19490	mon	mon		
19491	père	père		
19492	?	?		
19493	Genevote	Genevote		
19494	C	C		
19495	’	’		
19496	est	est		
19497	bien	bien		
19498	le	le		
19499	plus	plus		
19500	bouffon	bouffon		
19501	personnage	personnage		
19502	de	de		
19503	qui	qui		
19504	jamais	jamais		
19505	la	la		
19506	tête	tête		
19507	ait	ait		
19508	dansé	dansé		
19509	les	les		
19510	sonnettes	sonnettes		
19511	;	;		
19512	et	et		
19513	moi	moi		
19514	,	,		
19515	par	par		
19516	contagion	contagion		
19517	,	,		
19518	je	je		
19519	suis	suis		
19520	devenue	devenue		
19521	facétieuse	facétieuse		
19522	,	,		
19523	jusques	jusques		
19524	à	à		
19525	lui	lui		
19526	permettre	permettre		
19527	d	d		
19528	’	’		
19529	escalader	escalader		
19530	ma	ma		
19531	chambre	chambre		
19532	.	.		
19533	À	À		
19534	bon	bon		
19535	entendeur	entendeur		
19536	,	,		
19537	salut	salut		
19538	.	.		
19539	Il	Il		
19540	se	se		
19541	fait	fait		
19542	tard	tard		
19543	;	;		
19544	les	les		
19545	machines	machines		
19546	sont	sont		
19547	peut	peut		
19548	-	-		
19549	être	être		
19550	déjà	déjà		
19551	en	en		
19552	chemin	chemin		
19553	,	,		
19554	retirons	retirons		
19555	-	-		
19556	nous	nous		
19557	.	.		
19558	Scène	Scène		
19559	4	4		
19560	La	La		
19561	Tremblaye	Tremblaye		
19562	,	,		
19563	Corbineli	Corbineli		
19564	.	.		
19565	La	La		
19566	Tremblaye	Tremblaye		
19567	Va	Va		
19568	donc	donc		
19569	avertir	avertir		
19570	Mademoiselle	Mademoiselle		
19571	Manon	Manon		
19572	.	.		
19573	(	(		
19574	Il	Il		
19575	heurte	heurte		
19576	à	à		
19577	la	la		
19578	porte	porte		
19579	de	de		
19580	Manon	Manon		
19581	.	.		
19582	)	)		
19583	Tout	Tout		
19584	va	va		
19585	bien	bien		
19586	:	:		
19587	la	la		
19588	bête	bête		
19589	donnera	donnera		
19590	dans	dans		
19591	nos	nos		
19592	panneaux	panneaux		
19593	,	,		
19594	ou	ou		
19595	je	je		
19596	suis	suis		
19597	mauvais	mauvais		
19598	Chasseur	Chasseur		
19599	.	.		
19600	Scène	Scène		
19601	5	5		
19602	La	La		
19603	Tremblaye	Tremblaye		
19604	,	,		
19605	Manon	Manon		
19606	,	,		
19607	Corbineli	Corbineli		
19608	.	.		
19609	La	La		
19610	Tremblaye	Tremblaye		
19611	Je	Je		
19612	m	m		
19613	’	’		
19614	en	en		
19615	vais	vais		
19616	amasser	amasser		
19617	de	de		
19618	mes	mes		
19619	amis	amis		
19620	pour	pour		
19621	m	m		
19622	’	’		
19623	assister	assister		
19624	,	,		
19625	en	en		
19626	cas	cas		
19627	que	que		
19628	son	son		
19629	Collège	Collège		
19630	voulut	voulut		
19631	le	le		
19632	secourir	secourir		
19633	.	.		
19634	Mais	Mais		
19635	une	une		
19636	autre	autre		
19637	difficulté	difficulté		
19638	m	m		
19639	’	’		
19640	embarrasse	embarrasse		
19641	:	:		
19642	c	c		
19643	’	’		
19644	est	est		
19645	que	que		
19646	je	je		
19647	crains	crains		
19648	,	,		
19649	si	si		
19650	je	je		
19651	ne	ne		
19652	suis	suis		
19653	arrivé	arrivé		
19654	assez	assez		
19655	tôt	tôt		
19656	,	,		
19657	qu	qu		
19658	’	’		
19659	il	il		
19660	n	n		
19661	’	’		
19662	entre	entre		
19663	dans	dans		
19664	la	la		
19665	chambre	chambre		
19666	de	de		
19667	ma	ma		
19668	sœur	sœur		
19669	;	;		
19670	et	et		
19671	comme	comme		
19672	enfin	enfin		
19673	elle	elle		
19674	est	est		
19675	fille	fille		
19676	,	,		
19677	qu	qu		
19678	’	’		
19679	elle	elle		
19680	n	n		
19681	’	’		
19682	ait	ait		
19683	de	de		
19684	la	la		
19685	peine	peine		
19686	de	de		
19687	se	se		
19688	dépêtrer	dépêtrer		
19689	des	des		
19690	poursuites	poursuites		
19691	de	de		
19692	ce	ce		
19693	Docteur	Docteur		
19694	échauffé	échauffé		
19695	;	;		
19696	et	et		
19697	qu	qu		
19698	’	’		
19699	au	au		
19700	contraire	contraire		
19701	,	,		
19702	s	s		
19703	’	’		
19704	il	il		
19705	trouve	trouve		
19706	la	la		
19707	fenêtre	fenêtre		
19708	fermée	fermée		
19709	,	,		
19710	contre	contre		
19711	la	la		
19712	parole	parole		
19713	qu	qu		
19714	’	’		
19715	il	il		
19716	a	a		
19717	reçue	reçue		
19718	d	d		
19719	’	’		
19720	elle	elle		
19721	,	,		
19722	qu	qu		
19723	’	’		
19724	il	il		
19725	ne	ne		
19726	s	s		
19727	’	’		
19728	en	en		
19729	aille	aille		
19730	,	,		
19731	pensant	pensant		
19732	que	que		
19733	ce	ce		
19734	soit	soit		
19735	une	une		
19736	burle	burle		
19737	.	.		
19738	Corbineli	Corbineli		
19739	Oh	Oh		
19740	!	!		
19741	de	de		
19742	cela	cela		
19743	n	n		
19744	’	’		
19745	en	en		
19746	soyez	soyez		
19747	point	point		
19748	en	en		
19749	peine	peine		
19750	,	,		
19751	car	car		
19752	je	je		
19753	l	l		
19754	’	’		
19755	arrêterai	arrêterai		
19756	en	en		
19757	sorte	sorte		
19758	qu	qu		
19759	’	’		
19760	il	il		
19761	ne	ne		
19762	courra	courra		
19763	pas	pas		
19764	fort	fort		
19765	vite	vite		
19766	escalader	escalader		
19767	la	la		
19768	chambre	chambre		
19769	,	,		
19770	et	et		
19771	n	n		
19772	’	’		
19773	osera	osera		
19774	pour	pour		
19775	quelqu	quelqu		
19776	’	’		
19777	autre	autre		
19778	raison	raison		
19779	que	que		
19780	je	je		
19781	vous	vous		
19782	tais	tais		
19783	,	,		
19784	retourner	retourner		
19785	en	en		
19786	son	son		
19787	logis	logis		
19788	.	.		
19789	C	C		
19790	’	’		
19791	est	est		
19792	pourquoi	pourquoi		
19793	je	je		
19794	vais	vais		
19795	m	m		
19796	’	’		
19797	habiller	habiller		
19798	pour	pour		
19799	la	la		
19800	Pièce	Pièce		
19801	.	.		
19802	La	La		
19803	Tremblaye	Tremblaye		
19804	J	J		
19805	’	’		
19806	étais	étais		
19807	venu	venu		
19808	pour	pour		
19809	imaginer	imaginer		
19810	avec	avec		
19811	vous	vous		
19812	un	un		
19813	moyen	moyen		
19814	de	de		
19815	hâter	hâter		
19816	notre	notre		
19817	mariage	mariage		
19818	;	;		
19819	mais	mais		
19820	votre	votre		
19821	Père	Père		
19822	lui	lui		
19823	-	-		
19824	même	même		
19825	nous	nous		
19826	en	en		
19827	donne	donne		
19828	un	un		
19829	fort	fort		
19830	bon	bon		
19831	.	.		
19832	Il	Il		
19833	va	va		
19834	tout	tout		
19835	à	à		
19836	l	l		
19837	’	’		
19838	heure	heure		
19839	assiéger	assiéger		
19840	notre	notre		
19841	Château	Château		
19842	pour	pour		
19843	voir	voir		
19844	ma	ma		
19845	sœur	sœur		
19846	,	,		
19847	et	et		
19848	moi	moi		
19849	je…	je…		
19850	(	(		
19851	Il	Il		
19852	lui	lui		
19853	parle	parle		
19854	bas	bas		
19855	à	à		
19856	l	l		
19857	’	’		
19858	oreille	oreille		
19859	.	.		
19860	)	)		
19861	Manon	Manon		
19862	C	C		
19863	’	’		
19864	est	est		
19865	par	par		
19866	là	là		
19867	qu	qu		
19868	’	’		
19869	il	il		
19870	s	s		
19871	’	’		
19872	y	y		
19873	faut	faut		
19874	prendre	prendre		
19875	,	,		
19876	n	n		
19877	’	’		
19878	y	y		
19879	manquez	manquez		
19880	pas	pas		
19881	.	.		
19882	Adieu	Adieu		
19883	.	.		
19884	Acte	Acte		
19885	IV	IV		
19886	Scène	Scène		
19887	première	première		
19888	Granger	Granger		
19889	,	,		
19890	Paquier	Paquier		
19891	,	,		
19892	Corbineli	Corbineli		
19893	.	.		
19894	Granger	Granger		
19895	Tout	Tout		
19896	est	est		
19897	endormi	endormi		
19898	chez	chez		
19899	nous	nous		
19900	d	d		
19901	’	’		
19902	un	un		
19903	somme	somme		
19904	de	de		
19905	fer	fer		
19906	;	;		
19907	tout	tout		
19908	y	y		
19909	ronfle	ronfle		
19910	jusques	jusques		
19911	aux	aux		
19912	grillons	grillons		
19913	et	et		
19914	aux	aux		
19915	Crapauds	Crapauds		
19916	.	.		
19917	Paquier	Paquier		
19918	,	,		
19919	avance	avance		
19920	ton	ton		
19921	échelle	échelle		
19922	:	:		
19923	mais	mais		
19924	que	que		
19925	c	c		
19926	’	’		
19927	est	est		
19928	bien	bien		
19929	pour	pour		
19930	moi	moi		
19931	l	l		
19932	’	’		
19933	échelle	échelle		
19934	de	de		
19935	Jacob	Jacob		
19936	,	,		
19937	puisqu	puisqu		
19938	’	’		
19939	elle	elle		
19940	me	me		
19941	va	va		
19942	monter	monter		
19943	au	au		
19944	Paradis	Paradis		
19945	d	d		
19946	’	’		
19947	Amour	Amour		
19948	.	.		
19949	Paquier	Paquier		
19950	Je	Je		
19951	crois	crois		
19952	que	que		
19953	voici	voici		
19954	la	la		
19955	maison	maison		
19956	.	.		
19957	Ah	Ah		
19958	!	!		
19959	je	je		
19960	suis	suis		
19961	mort	mort		
19962	.	.		
19963	C	C		
19964	’	’		
19965	est	est		
19966	ma	ma		
19967	faute	faute		
19968	,	,		
19969	je	je		
19970	ne	ne		
19971	lui	lui		
19972	avais	avais		
19973	pas	pas		
19974	assez	assez		
19975	donné	donné		
19976	de	de		
19977	pied	pied		
19978	.	.		
19979	Granger	Granger		
19980	Monte	Monte		
19981	encore	encore		
19982	un	un		
19983	coup	coup		
19984	,	,		
19985	pour	pour		
19986	voir	voir		
19987	si	si		
19988	elle	elle		
19989	est	est		
19990	bien	bien		
19991	appuyée	appuyée		
19992	.	.		
19993	(	(		
19994	Il	Il		
19995	l	l		
19996	’	’		
19997	y	y		
19998	met	met		
19999	encore	encore		
20000	,	,		
20001	et	et		
20002	monte	monte		
20003	.	.		
20004	)	)		
20005	Paquier	Paquier		
20006	J	J		
20007	’	’		
20008	ai	ai		
20009	peur	peur		
20010	d	d		
20011	’	’		
20012	avoir	avoir		
20013	donné	donné		
20014	trop	trop		
20015	de	de		
20016	pied	pied		
20017	.	.		
20018	(	(		
20019	Il	Il		
20020	nage	nage		
20021	des	des		
20022	bras	bras		
20023	dans	dans		
20024	la	la		
20025	nuit	nuit		
20026	pour	pour		
20027	toucher	toucher		
20028	le	le		
20029	mur	mur		
20030	.	.		
20031	)	)		
20032	Comment	Comment		
20033	je	je		
20034	ne	ne		
20035	rencontre	rencontre		
20036	point	point		
20037	de	de		
20038	mur	mur		
20039	?	?		
20040	Notre	Notre		
20041	machine	machine		
20042	tiendrait	tiendrait		
20043	-	-		
20044	elle	elle		
20045	bien	bien		
20046	toute	toute		
20047	seule	seule		
20048	?	?		
20049	«	«		
20050	Domine	Domine		
20051	»	»		
20052	,	,		
20053	plantez	plantez		
20054	vous	vous		
20055	-	-		
20056	même	même		
20057	votre	votre		
20058	échelle	échelle		
20059	,	,		
20060	je	je		
20061	n	n		
20062	’	’		
20063	y	y		
20064	oserais	oserais		
20065	plus	plus		
20066	toucher	toucher		
20067	.	.		
20068	Granger	Granger		
20069	«	«		
20070	Vade	Vade		
20071	retro	retro		
20072	»	»		
20073	,	,		
20074	mauvaise	mauvaise		
20075	bête	bête		
20076	,	,		
20077	je	je		
20078	l	l		
20079	’	’		
20080	appliquerai	appliquerai		
20081	bien	bien		
20082	moi	moi		
20083	-	-		
20084	même	même		
20085	.	.		
20086	Je	Je		
20087	pense	pense		
20088	que	que		
20089	j	j		
20090	’	’		
20091	y	y		
20092	suis	suis		
20093	,	,		
20094	voici	voici		
20095	la	la		
20096	porte	porte		
20097	;	;		
20098	je	je		
20099	la	la		
20100	connais	connais		
20101	aux	aux		
20102	clous	clous		
20103	;	;		
20104	sur	sur		
20105	chacun	chacun		
20106	desquels	desquels		
20107	j	j		
20108	’	’		
20109	ai	ai		
20110	composé	composé		
20111	jadis	jadis		
20112	maintes	maintes		
20113	bonnes	bonnes		
20114	Épigrammes	Épigrammes		
20115	.	.		
20116	«	«		
20117	Scande	Scande		
20118	»	»		
20119	pour	pour		
20120	essayer	essayer		
20121	si	si		
20122	elle	elle		
20123	est	est		
20124	ferme	ferme		
20125	.	.		
20126	(	(		
20127	Corbineli	Corbineli		
20128	transpose	transpose		
20129	l	l		
20130	’	’		
20131	échelle	échelle		
20132	d	d		
20133	’	’		
20134	un	un		
20135	côté	côté		
20136	et	et		
20137	d	d		
20138	’	’		
20139	autre	autre		
20140	avec	avec		
20141	tant	tant		
20142	d	d		
20143	’	’		
20144	adresse	adresse		
20145	,	,		
20146	que	que		
20147	Paquier	Paquier		
20148	faisant	faisant		
20149	aller	aller		
20150	sa	sa		
20151	main	main		
20152	à	à		
20153	droite	droite		
20154	et	et		
20155	à	à		
20156	gauche	gauche		
20157	,	,		
20158	frappe	frappe		
20159	toujours	toujours		
20160	un	un		
20161	des	des		
20162	côtés	côtés		
20163	de	de		
20164	l	l		
20165	’	’		
20166	échelle	échelle		
20167	,	,		
20168	sans	sans		
20169	trouver	trouver		
20170	d	d		
20171	’	’		
20172	échelons	échelons		
20173	.	.		
20174	)	)		
20175	Paquier	Paquier		
20176	Ah	Ah		
20177	!	!		
20178	misérable	misérable		
20179	que	que		
20180	je	je		
20181	suis	suis		
20182	,	,		
20183	on	on		
20184	vient	vient		
20185	d	d		
20186	’	’		
20187	arracher	arracher		
20188	les	les		
20189	dents	dents		
20190	à	à		
20191	mon	mon		
20192	échelle	échelle		
20193	.	.		
20194	Miséricorde	Miséricorde		
20195	,	,		
20196	mon	mon		
20197	échelle	échelle		
20198	vient	vient		
20199	d	d		
20200	’	’		
20201	enfanter	enfanter		
20202	.	.		
20203	Qui	Qui		
20204	l	l		
20205	’	’		
20206	aurait	aurait		
20207	engrossie	engrossie		
20208	?	?		
20209	Serait	Serait		
20210	-	-		
20211	ce	ce		
20212	point	point		
20213	moi	moi		
20214	,	,		
20215	car	car		
20216	j	j		
20217	’	’		
20218	ai	ai		
20219	monté	monté		
20220	dessus	dessus		
20221	?	?		
20222	Mais	Mais		
20223	quoi	quoi		
20224	l	l		
20225	’	’		
20226	enfant	enfant		
20227	est	est		
20228	déjà	déjà		
20229	aussi	aussi		
20230	gros	gros		
20231	que	que		
20232	la	la		
20233	mère	mère		
20234	.	.		
20235	Granger	Granger		
20236	Tais	Tais		
20237	-	-		
20238	toi	toi		
20239	,	,		
20240	Paquier	Paquier		
20241	!	!		
20242	J	J		
20243	’	’		
20244	ai	ai		
20245	vu	vu		
20246	tout	tout		
20247	à	à		
20248	l	l		
20249	’	’		
20250	heure	heure		
20251	passer	passer		
20252	je	je		
20253	ne	ne		
20254	sais	sais		
20255	quoi	quoi		
20256	de	de		
20257	noir	noir		
20258	.	.		
20259	C	C		
20260	’	’		
20261	est	est		
20262	peut	peut		
20263	-	-		
20264	être	être		
20265	une	une		
20266	de	de		
20267	ces	ces		
20268	Larves	Larves		
20269	au	au		
20270	teint	teint		
20271	blême	blême		
20272	,	,		
20273	dont	dont		
20274	nous	nous		
20275	parlions	parlions		
20276	tantôt	tantôt		
20277	,	,		
20278	qui	qui		
20279	vient	vient		
20280	pour	pour		
20281	m	m		
20282	’	’		
20283	effrayer	effrayer		
20284	.	.		
20285	Paquier	Paquier		
20286	«	«		
20287	Domine	Domine		
20288	»	»		
20289	,	,		
20290	on	on		
20291	dit	dit		
20292	que	que		
20293	pour	pour		
20294	épouvanter	épouvanter		
20295	le	le		
20296	diable	diable		
20297	,	,		
20298	il	il		
20299	faut	faut		
20300	témoigner	témoigner		
20301	du	du		
20302	cœur	cœur		
20303	.	.		
20304	Toussez	Toussez		
20305	deux	deux		
20306	ou	ou		
20307	trois	trois		
20308	fois	fois		
20309	,	,		
20310	vous	vous		
20311	vous	vous		
20312	rassurerez	rassurerez		
20313	.	.		
20314	Granger	Granger		
20315	Qui	Qui		
20316	es	es		
20317	-	-		
20318	tu	tu		
20319	?	?		
20320	Paquier	Paquier		
20321	Un	Un		
20322	peu	peu		
20323	plus	plus		
20324	haut	haut		
20325	.	.		
20326	Granger	Granger		
20327	Qui	Qui		
20328	es	es		
20329	-	-		
20330	tu	tu		
20331	?	?		
20332	Paquier	Paquier		
20333	Encore	Encore		
20334	plus	plus		
20335	fort	fort		
20336	.	.		
20337	Granger	Granger		
20338	Qui	Qui		
20339	es	es		
20340	-	-		
20341	tu	tu		
20342	donc	donc		
20343	?	?		
20344	Paquier	Paquier		
20345	Chantez	Chantez		
20346	un	un		
20347	peu	peu		
20348	pour	pour		
20349	vous	vous		
20350	rassurer	rassurer		
20351	.	.		
20352	Bon	Bon		
20353	:	:		
20354	fort	fort		
20355	.	.		
20356	Faites	Faites		
20357	accroire	accroire		
20358	au	au		
20359	spectre	spectre		
20360	que	que		
20361	vous	vous		
20362	ne	ne		
20363	le	le		
20364	craignez	craignez		
20365	point	point		
20366	.	.		
20367	«	«		
20368	Domine	Domine		
20369	»	»		
20370	,	,		
20371	c	c		
20372	’	’		
20373	est	est		
20374	un	un		
20375	Diable	Diable		
20376	Huguenot	Huguenot		
20377	,	,		
20378	car	car		
20379	il	il		
20380	ne	ne		
20381	se	se		
20382	soucie	soucie		
20383	point	point		
20384	de	de		
20385	la	la		
20386	Croix	Croix		
20387	.	.		
20388	Granger	Granger		
20389	Il	Il		
20390	a	a		
20391	peur	peur		
20392	lui	lui		
20393	-	-		
20394	même	même		
20395	,	,		
20396	car	car		
20397	il	il		
20398	n	n		
20399	’	’		
20400	ose	ose		
20401	parler	parler		
20402	.	.		
20403	Mais	Mais		
20404	,	,		
20405	Paquier	Paquier		
20406	,	,		
20407	ne	ne		
20408	serait	serait		
20409	-	-		
20410	ce	ce		
20411	point	point		
20412	mon	mon		
20413	Ombre	Ombre		
20414	,	,		
20415	car	car		
20416	elle	elle		
20417	est	est		
20418	vêtue	vêtue		
20419	tout	tout		
20420	comme	comme		
20421	moi	moi		
20422	;	;		
20423	fait	fait		
20424	tous	tous		
20425	mes	mes		
20426	mêmes	mêmes		
20427	gestes	gestes		
20428	;	;		
20429	recule	recule		
20430	quand	quand		
20431	j	j		
20432	’	’		
20433	avance	avance		
20434	;	;		
20435	avance	avance		
20436	quand	quand		
20437	je	je		
20438	recule	recule		
20439	!	!		
20440	il	il		
20441	faut	faut		
20442	que	que		
20443	je	je		
20444	m	m		
20445	’	’		
20446	éclaircisse	éclaircisse		
20447	.	.		
20448	(	(		
20449	Il	Il		
20450	donne	donne		
20451	un	un		
20452	coup	coup		
20453	,	,		
20454	et	et		
20455	Corbineli	Corbineli		
20456	le	le		
20457	lui	lui		
20458	rend	rend		
20459	.	.		
20460	)	)		
20461	Notre	Notre		
20462	-	-		
20463	dame	dame		
20464	!	!		
20465	elle	elle		
20466	me	me		
20467	frappe	frappe		
20468	.	.		
20469	Paquier	Paquier		
20470	Monsieur	Monsieur		
20471	,	,		
20472	il	il		
20473	se	se		
20474	peut	peut		
20475	faire	faire		
20476	que	que		
20477	les	les		
20478	Ombres	Ombres		
20479	de	de		
20480	la	la		
20481	Nuit	Nuit		
20482	étant	étant		
20483	plus	plus		
20484	épaisses	épaisses		
20485	que	que		
20486	celles	celles		
20487	du	du		
20488	jour	jour		
20489	,	,		
20490	sont	sont		
20491	aussi	aussi		
20492	plus	plus		
20493	robustes	robustes		
20494	,	,		
20495	et	et		
20496	qu	qu		
20497	’	’		
20498	ainsi	ainsi		
20499	elles	elles		
20500	pourraient	pourraient		
20501	frapper	frapper		
20502	les	les		
20503	gens	gens		
20504	.	.		
20505	(	(		
20506	Corbineli	Corbineli		
20507	entre	entre		
20508	vivement	vivement		
20509	avec	avec		
20510	un	un		
20511	passe	passe		
20512	-	-		
20513	partout	partout		
20514	,	,		
20515	et	et		
20516	Granger	Granger		
20517	court	court		
20518	après	après		
20519	pour	pour		
20520	entrer	entrer		
20521	aussi	aussi		
20522	.	.		
20523	)	)		
20524	Entrez	Entrez		
20525	,	,		
20526	voilà	voilà		
20527	la	la		
20528	porte	porte		
20529	ouverte	ouverte		
20530	.	.		
20531	Granger	Granger		
20532	Ma	Ma		
20533	foi	foi		
20534	,	,		
20535	l	l		
20536	’	’		
20537	Ombre	Ombre		
20538	est	est		
20539	plus	plus		
20540	habile	habile		
20541	que	que		
20542	moi	moi		
20543	.	.		
20544	Écoutez	Écoutez		
20545	donc	donc		
20546	,	,		
20547	me	me		
20548	voici	voici		
20549	,	,		
20550	c	c		
20551	’	’		
20552	est	est		
20553	moi	moi		
20554	.	.		
